Round,Turn,Entity,Casey cash,Linda cash,Ty cash,John cash,Jeff cash,Casey net,Linda net,Ty net,John net,Jeff net,Baltimore & Ohio cash,Boston & Maine cash,Chesapeake & Ohio cash,Illinois Central cash,Erie cash,New York Central cash,Nickel Plate cash,New York New Haven & Hartford cash,Pennsylvania cash,Wabash cash,Baltimore & Ohio np,Boston & Maine np,Chesapeake & Ohio np,Illinois Central np,Erie np,New York Central np,Nickel Plate np,New York New Haven & Hartford np,Pennsylvania np,Wabash np,Baltimore & Ohio val,Boston & Maine val,Chesapeake & Ohio val,Illinois Central val,Erie val,New York Central val,Nickel Plate val,New York New Haven & Hartford val,Pennsylvania val,Wabash val,Baltimore & Ohio pps,Boston & Maine pps,Chesapeake & Ohio pps,Illinois Central pps,Erie pps,New York Central pps,Nickel Plate pps,New York New Haven & Hartford pps,Pennsylvania pps,Wabash pps,Baltimore & Ohio sh,Boston & Maine sh,Chesapeake & Ohio sh,Illinois Central sh,Erie sh,New York Central sh,Nickel Plate sh,New York New Haven & Hartford sh,Pennsylvania sh,Wabash sh,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or,Train 
1,2,Casey,44,226,8,18,180,727,903,706,716,889,110,225,86,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,4,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,1,0,14
1,3,Jeff,44,226,8,18,32,727,903,706,716,889,110,225,234,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,2,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,1,0,14
1,4,Linda,44,135,8,18,32,727,903,706,716,889,110,225,234,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,2,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,0,John,44,135,8,18,32,727,903,706,716,889,110,225,234,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,2,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,1,Ty,44,135,8,18,32,727,903,706,716,889,110,225,234,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,2,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,2,Casey,44,135,8,18,32,727,903,706,716,889,110,225,234,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,2,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,3,Jeff,44,135,8,18,32,727,903,706,716,889,110,225,234,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,2,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,4,Linda,44,61,8,18,32,727,903,706,716,889,110,225,308,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,0,John,44,61,8,18,32,727,903,706,716,889,110,225,308,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,1,Ty,44,61,8,18,32,727,903,706,716,889,110,225,308,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,2,Casey,44,61,8,18,32,727,903,706,716,889,110,225,308,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,3,Jeff,44,61,8,18,32,727,903,706,716,889,110,225,308,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
1,4,Linda,44,61,8,18,32,727,903,706,716,889,110,225,308,0,396,165,0,0,50,0,90,60,50,0,0,150,0,0,190,0,100,66,74,34,66,74,34,34,91,34,0,0,0,0,0,0,0,0,-19,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
2,0,Baltimore & Ohio,44,61,68,78,32,727,903,816,826,883,110,225,308,0,396,165,0,0,50,0,120,60,50,0,0,150,0,0,190,0,110,60,74,34,66,74,34,34,91,34,22,0,0,0,0,0,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
2,1,Pennsylvania,64,181,68,78,92,756,1077,816,826,970,110,225,308,0,396,165,0,0,20,0,120,60,50,0,0,150,0,0,200,0,110,60,74,34,66,74,34,34,100,34,22,0,0,0,0,0,0,0,29,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,14
2,2,New York Central,208,217,68,78,92,964,1129,816,826,970,110,225,308,0,396,40,0,0,20,0,120,60,50,0,0,180,0,0,200,0,110,60,74,34,66,82,34,34,100,34,22,0,0,0,0,26,0,0,29,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,15
2,2,New York Central,208,217,68,78,92,964,1129,816,826,970,110,225,308,0,396,0,0,0,20,0,120,60,50,0,0,180,0,0,200,0,110,60,74,34,66,82,34,34,100,34,22,0,0,0,0,26,0,0,29,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,15
2,3,Chesapeake & Ohio,208,235,68,78,155,964,1163,816,826,1089,110,225,317,0,396,0,0,0,20,0,120,60,90,0,0,180,0,0,200,0,110,60,82,34,66,82,34,34,100,34,22,0,17,0,0,26,0,0,29,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,15
2,4,Erie,208,235,83,93,155,964,1163,855,865,1089,110,225,317,0,221,0,0,0,20,0,120,60,90,0,50,180,0,0,200,0,110,60,82,34,74,82,34,34,100,34,22,0,17,0,13,26,0,0,29,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
2,5,Boston & Maine,208,235,83,93,155,964,1163,855,865,1089,110,285,317,0,221,0,0,0,20,0,120,60,90,0,50,180,0,0,200,0,110,60,82,34,74,82,34,34,100,34,22,0,17,0,13,26,0,0,29,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
3,0,Baltimore & Ohio,208,235,83,93,155,964,1163,855,865,1089,230,285,317,0,221,0,0,0,20,0,120,60,90,0,50,180,0,0,200,0,110,60,82,34,74,82,34,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
3,1,Pennsylvania,208,235,83,93,155,964,1163,855,865,1089,230,285,317,0,221,0,0,0,220,0,120,60,90,0,50,180,0,0,200,0,110,60,82,34,74,82,34,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
3,2,New York Central,368,275,83,93,155,1196,1221,855,865,1089,230,285,317,0,221,0,0,0,220,0,120,60,90,0,50,200,0,0,200,0,110,60,82,34,74,91,34,34,100,34,0,0,0,0,0,29,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
3,3,Chesapeake & Ohio,368,299,83,93,239,1196,1263,855,865,1236,230,285,229,0,221,0,0,0,220,0,120,60,120,0,50,200,0,0,200,0,110,60,91,34,74,91,34,34,100,34,0,0,21,0,0,29,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
3,4,Erie,368,299,101,111,239,1196,1263,897,907,1236,230,285,229,0,215,0,0,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,34,34,100,34,0,0,21,0,14,29,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
3,5,Boston & Maine,368,299,101,111,245,1196,1263,897,907,1242,230,315,229,0,215,0,0,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,34,34,100,34,0,6,21,0,14,29,0,0,0,0,0,5,1,10,4,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
1,0,Ty,368,299,19,111,245,1196,1263,897,907,1242,230,315,229,0,297,0,0,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,34,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,1,10,3,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
1,1,John,368,299,19,29,245,1196,1263,897,907,1242,230,315,229,0,379,0,0,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,34,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,1,10,2,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
1,2,Jeff,368,299,19,29,154,1196,1263,897,907,1242,230,315,320,0,379,0,0,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,34,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,10,10,0,10,0,4,0,0,0,0,0,0,0,0,16
1,3,Linda,368,3,19,29,154,1196,1263,897,907,1242,230,315,320,0,379,0,296,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,6,10,0,10,0,4,0,0,0,0,0,0,0,0,16
1,4,Casey,128,3,19,29,154,1196,1263,897,907,1242,230,315,320,0,379,0,296,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,6,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,0,Ty,128,3,19,29,154,1196,1263,897,907,1242,230,315,320,0,379,0,296,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,6,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,1,John,128,3,19,29,154,1196,1263,897,907,1242,230,315,320,0,379,0,296,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,6,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,2,Jeff,128,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,379,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,3,Linda,128,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,379,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,4,Casey,46,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,461,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,0,Ty,46,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,461,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,1,John,46,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,461,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,2,Jeff,46,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,461,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,3,Linda,46,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,461,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
1,4,Casey,46,3,19,29,6,1196,1263,897,907,1242,230,315,320,0,461,0,444,0,220,0,120,60,120,0,60,200,0,0,200,0,110,60,91,34,82,91,74,34,100,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
2,0,Baltimore & Ohio,46,3,84,94,6,1196,1263,1017,1027,1242,200,315,320,0,461,0,444,0,220,0,130,60,120,0,60,200,0,0,200,0,121,60,91,34,82,91,74,34,100,34,24,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,16
2,1,Pennsylvania,74,171,84,94,90,1234,1491,1017,1027,1356,200,315,320,0,461,0,444,0,0,0,130,60,120,0,60,200,0,0,280,0,121,60,91,34,82,91,74,34,110,34,24,0,0,0,0,0,0,0,38,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,17
2,2,New York Central,266,219,84,94,90,1498,1557,1017,1027,1356,200,315,320,0,461,0,444,0,0,0,130,60,120,0,60,240,0,0,280,0,121,60,91,34,82,100,74,34,110,34,24,0,0,0,0,33,0,0,38,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,17
2,3,Chesapeake & Ohio,266,261,84,94,258,1498,1617,1017,1027,1596,200,315,10,0,461,0,444,0,0,0,130,60,210,0,60,240,0,0,280,0,121,60,100,34,82,100,74,34,110,34,24,0,30,0,0,33,0,0,38,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,18
2,4,Erie,288,261,172,182,258,1529,1617,1141,1151,1596,200,315,10,0,123,0,444,0,0,0,130,60,210,0,220,240,0,0,280,0,121,60,100,34,91,100,74,34,110,34,24,0,30,0,31,33,0,0,38,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,19
2,5,Nickel Plate,288,301,172,182,278,1529,1689,1141,1151,1632,200,315,10,0,123,0,224,0,0,0,130,60,210,0,220,240,100,0,280,0,121,60,100,34,91,100,82,34,110,34,24,0,30,0,31,33,18,0,38,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,20
2,6,Boston & Maine,336,301,172,182,290,1601,1689,1141,1151,1650,200,215,10,0,123,0,224,0,0,0,130,120,210,0,220,240,100,0,280,0,121,66,100,34,91,100,82,34,110,34,24,18,30,0,31,33,18,0,38,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,0,Baltimore & Ohio,336,301,257,267,290,1601,1689,1286,1296,1650,190,215,10,0,123,0,224,0,0,0,170,120,210,0,220,240,100,0,280,0,133,66,100,34,91,100,82,34,110,34,29,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,1,Pennsylvania,365,475,257,267,377,1641,1929,1286,1296,1770,190,215,10,0,123,0,224,0,0,0,170,120,210,0,220,240,100,0,290,0,133,66,100,34,91,100,82,34,121,34,29,0,0,0,0,0,0,0,40,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,2,New York Central,365,475,257,267,377,1641,1929,1286,1296,1770,190,215,10,0,123,240,224,0,0,0,170,120,210,0,220,240,100,0,290,0,133,66,100,34,91,100,82,34,121,34,29,0,0,0,0,0,0,0,40,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,3,Chesapeake & Ohio,365,519,257,267,553,1641,1993,1286,1296,2026,190,215,10,0,123,240,224,0,0,0,170,120,220,0,220,240,100,0,290,0,133,66,110,34,91,100,82,34,121,34,29,0,32,0,0,0,0,0,40,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,4,Erie,392,519,365,375,553,1677,1993,1430,1440,2026,190,215,10,0,70,240,224,0,0,0,170,120,220,0,270,240,100,0,290,0,133,66,110,34,100,100,82,34,121,34,29,0,32,0,36,0,0,0,40,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,5,Nickel Plate,392,583,365,375,585,1677,2093,1430,1440,2076,190,215,10,0,70,240,238,0,0,0,170,120,220,0,270,240,160,0,290,0,133,66,110,34,100,100,91,34,121,34,29,0,32,0,36,0,25,0,40,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
3,6,Boston & Maine,440,583,365,375,597,1725,2093,1430,1440,2088,190,275,10,0,70,240,238,0,0,0,170,120,220,0,270,240,160,0,290,0,133,66,110,34,100,100,91,34,121,34,29,12,32,0,36,0,25,0,40,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
1,0,Ty,440,583,365,375,597,1725,2093,1430,1440,2088,190,275,10,0,70,240,238,0,0,0,170,120,220,0,270,240,160,0,290,0,133,66,110,34,100,100,91,34,121,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
1,1,John,440,583,365,375,597,1725,2093,1430,1440,2088,190,275,10,0,70,240,238,0,0,0,170,120,220,0,270,240,160,0,290,0,133,66,110,34,100,100,91,34,121,34,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
1,2,Casey,30,583,365,375,597,1725,2093,1430,1440,2088,190,275,10,410,70,240,238,0,0,0,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,34,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,21
1,3,Linda,30,219,365,375,597,1725,2093,1430,1440,2088,190,275,10,410,70,240,602,0,0,0,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,34,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,21
1,4,Jeff,30,219,365,375,51,1725,2093,1430,1440,2088,190,275,10,410,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,0,Ty,30,219,365,375,51,1725,2093,1430,1440,2088,190,275,10,410,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,1,John,30,219,365,375,51,1725,2093,1430,1440,2088,190,275,10,410,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,2,Casey,30,219,365,375,51,1725,2093,1430,1440,2088,190,275,10,410,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,3,Linda,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,4,Jeff,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,0,Ty,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,1,John,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,2,Casey,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,3,Linda,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
1,4,Jeff,30,55,365,375,51,1725,2093,1430,1440,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
2,0,Baltimore & Ohio,30,55,450,460,51,1725,2093,1515,1525,2088,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,290,0,133,66,110,82,100,100,91,34,121,91,17,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
2,1,Pennsylvania,60,235,450,460,141,1767,2345,1515,1525,2214,190,275,10,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,300,0,133,66,110,82,100,100,91,34,133,91,17,0,0,0,0,0,0,0,42,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
2,2,Chesapeake & Ohio,60,235,450,460,141,1767,2345,1515,1525,2214,190,275,230,574,70,240,602,0,0,546,170,120,220,0,270,240,160,0,300,0,133,66,110,82,100,100,91,34,133,91,17,0,0,0,0,0,0,0,42,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
2,3,New York Central,268,287,450,460,141,2055,2417,1515,1525,2214,190,275,230,574,70,180,602,0,0,546,170,120,220,0,270,260,160,0,300,0,133,66,110,82,100,110,91,34,133,91,17,0,0,0,0,36,0,0,42,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
2,4,Erie,295,287,558,568,141,2082,2417,1623,1633,2214,190,275,230,574,97,180,602,0,0,546,170,120,220,0,270,260,160,0,300,0,133,66,110,82,100,110,91,34,133,91,17,0,0,0,27,36,0,0,42,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,21
2,5,Nickel Plate,295,455,558,568,183,2082,2657,1623,1633,2274,190,275,230,574,97,180,222,0,0,546,170,120,220,0,270,260,210,0,300,0,133,66,110,82,100,110,100,34,133,91,17,0,0,0,27,36,30,0,42,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,22
2,6,Wabash,295,455,558,568,291,2082,2657,1623,1633,2436,190,275,230,574,97,180,222,0,0,213,170,120,220,0,270,260,210,0,300,180,133,66,110,82,100,110,100,34,133,100,17,0,0,0,27,36,30,0,42,27,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,23
2,7,Illinois Central,360,481,558,568,291,2192,2701,1623,1633,2436,190,275,230,223,97,180,222,0,0,213,170,120,220,130,270,260,210,0,300,180,133,66,110,91,100,110,100,34,133,100,17,0,0,22,27,36,30,0,42,27,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
2,8,Boston & Maine,420,481,558,568,306,2284,2701,1623,1633,2459,190,330,230,223,97,180,222,0,0,213,170,150,220,130,270,260,210,0,300,180,133,74,110,91,100,110,100,34,133,100,17,23,0,22,27,36,30,0,42,27,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,0,Baltimore & Ohio,420,481,643,653,306,2284,2701,1708,1718,2459,190,330,230,223,97,180,222,0,0,213,170,150,220,130,270,260,210,0,300,180,133,74,110,91,100,110,100,34,133,100,17,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,1,Pennsylvania,455,691,643,653,411,2332,2989,1708,1718,2603,190,330,230,223,97,180,222,0,0,213,170,150,220,130,270,260,210,0,350,180,133,74,110,91,100,110,100,34,146,100,17,0,0,0,0,0,0,0,48,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,2,Chesapeake & Ohio,455,759,643,653,683,2332,3079,1708,1718,2963,190,330,120,223,97,180,222,0,0,213,170,150,340,130,270,260,210,0,350,180,133,74,121,91,100,110,100,34,146,100,17,0,45,0,0,0,0,0,48,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,3,New York Central,703,821,643,653,683,2668,3163,1708,1718,2963,190,330,120,223,97,160,222,0,0,213,170,150,340,130,270,310,210,0,350,180,133,74,121,91,100,121,100,34,146,100,17,0,45,0,0,42,0,0,48,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,4,Erie,735,821,771,781,683,2710,3163,1876,1886,2963,190,330,120,223,129,160,222,0,0,213,170,150,340,130,320,310,210,0,350,180,133,74,121,91,110,121,100,34,146,100,17,0,45,0,42,42,0,0,48,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,5,Nickel Plate,735,997,771,781,727,2710,3419,1876,1886,3027,190,330,120,223,129,160,222,0,0,213,170,150,340,130,320,310,220,0,350,180,133,74,121,91,110,121,110,34,146,100,17,0,45,0,42,42,32,0,48,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
