Round,Turn,Entity,Courtney cash,Jeff cash,Michael cash,Matthew cash,Courtney net,Jeff net,Michael net,Matthew net,Baltimore & Ohio cash,Boston & Maine cash,Chesapeake & Ohio cash,Illinois Central cash,Erie cash,New York Central cash,Nickel Plate cash,New York New Haven & Hartford cash,Pennsylvania cash,Wabash cash,Norfolk & Western cash,Baltimore & Ohio np,Boston & Maine np,Chesapeake & Ohio np,Illinois Central np,Erie np,New York Central np,Nickel Plate np,New York New Haven & Hartford np,Pennsylvania np,Wabash np,Norfolk & Western np,Baltimore & Ohio val,Boston & Maine val,Chesapeake & Ohio val,Illinois Central val,Erie val,New York Central val,Nickel Plate val,New York New Haven & Hartford val,Pennsylvania val,Wabash val,Norfolk & Western val,Baltimore & Ohio pps,Boston & Maine pps,Chesapeake & Ohio pps,Illinois Central pps,Erie pps,New York Central pps,Nickel Plate pps,New York New Haven & Hartford pps,Pennsylvania pps,Wabash pps,Norfolk & Western pps,Baltimore & Ohio sh,Boston & Maine sh,Chesapeake & Ohio sh,Illinois Central sh,Erie sh,New York Central sh,Nickel Plate sh,New York New Haven & Hartford sh,Pennsylvania sh,Wabash sh,Norfolk & Western sh,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or,Norfolk & Western or,Train 
1,1,Michael,8,19,58,22,702,877,692,678,290,38,263,0,0,300,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,2,Courtney,8,19,58,22,702,877,692,678,290,38,263,0,0,300,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
1,3,Jeff,8,19,58,22,702,877,692,678,290,38,263,0,0,300,0,0,231,0,0,90,50,70,0,0,0,0,0,100,0,0,82,82,82,34,34,60,34,34,82,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
2,0,Chesapeake & Ohio,8,41,58,110,702,909,692,838,290,38,263,0,0,300,0,0,231,0,0,90,50,110,0,0,0,0,0,100,0,0,82,74,91,34,34,60,34,34,82,34,34,0,0,20,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
2,1,Pennsylvania,41,85,91,110,762,989,752,838,290,38,263,0,0,300,0,0,211,0,0,90,50,110,0,0,0,0,0,110,0,0,82,74,91,34,34,60,34,34,91,34,34,0,0,20,0,0,0,0,0,20,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
2,2,Baltimore & Ohio,81,105,131,110,838,1027,828,838,230,38,263,0,0,300,0,0,211,0,0,100,50,110,0,0,0,0,0,110,0,0,91,74,91,34,34,60,34,34,91,34,34,19,0,20,0,0,0,0,0,20,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
2,3,Boston & Maine,81,105,131,110,838,1027,828,838,230,88,263,0,0,300,0,0,211,0,0,100,50,110,0,0,0,0,0,110,0,0,91,74,91,34,34,60,34,34,91,34,34,19,0,20,0,0,0,0,0,20,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,9
2,4,New York Central,87,111,134,110,856,1045,837,838,230,88,263,0,0,185,0,0,211,0,0,100,50,110,0,0,30,0,0,110,0,0,91,74,91,34,34,66,34,34,91,34,34,19,0,20,0,0,9,0,0,20,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,10
3,0,Chesapeake & Ohio,87,137,134,214,856,1089,837,1014,230,88,203,0,0,185,0,0,211,0,0,100,50,130,0,0,30,0,0,110,0,0,91,74,100,34,34,66,34,34,91,34,34,0,0,22,0,0,0,0,0,0,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,10
3,1,Pennsylvania,132,197,179,214,928,1185,909,1014,230,88,203,0,0,185,0,0,91,0,0,100,50,130,0,0,30,0,0,150,0,0,91,74,100,34,34,66,34,34,100,34,34,0,0,22,0,0,0,0,0,24,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,11
3,2,Baltimore & Ohio,200,231,247,214,1032,1237,1013,1014,0,88,203,0,0,185,0,0,91,0,0,170,50,130,0,0,30,0,0,150,0,0,100,74,100,34,34,66,34,34,100,34,34,26,0,22,0,0,0,0,0,24,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,12
3,3,Boston & Maine,200,237,247,214,1032,1251,1013,1014,0,118,203,0,0,185,0,0,91,0,0,170,60,130,0,0,30,0,0,150,0,0,100,82,100,34,34,66,34,34,100,34,34,26,14,22,0,0,0,0,0,24,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,12
3,4,New York Central,212,249,253,214,1060,1279,1027,1014,0,118,203,0,0,105,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,26,14,22,0,0,14,0,0,24,0,0,0,5,0,10,10,5,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,12
1,0,Courtney,64,249,253,214,1060,1279,1027,1014,0,118,203,0,0,253,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,3,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,12
1,1,Matthew,64,249,253,214,1060,1279,1027,1014,0,118,203,0,0,253,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,3,10,10,0,10,10,0,4,0,0,0,0,0,0,0,0,0,12
1,2,Jeff,64,249,253,214,1060,1279,1027,1014,0,36,203,0,0,253,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,3,10,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,3,Michael,64,249,253,214,1060,1279,1027,1014,0,36,203,0,0,253,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,3,10,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,0,Courtney,64,249,253,214,1060,1279,1027,1014,0,36,203,0,0,253,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,3,10,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,1,Matthew,64,249,253,214,1060,1279,1027,1014,0,36,203,0,0,253,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,3,10,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,2,Jeff,64,27,253,214,1060,1279,1027,1014,0,36,203,0,0,475,0,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,34,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,10,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,3,Michael,64,27,7,214,1060,1279,1027,1014,0,36,203,0,0,475,246,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,7,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,0,Courtney,64,27,7,214,1060,1279,1027,1014,0,36,203,0,0,475,246,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,7,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,1,Matthew,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,2,Jeff,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,3,Michael,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,0,Courtney,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,1,Matthew,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,2,Jeff,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
1,3,Michael,64,27,7,50,1060,1279,1027,1014,0,36,203,0,0,475,410,0,91,0,0,170,60,130,0,0,60,0,0,150,0,0,100,82,100,34,34,74,82,34,100,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
2,0,Chesapeake & Ohio,64,55,7,162,1060,1319,1027,1206,0,36,153,0,0,475,410,0,91,0,0,170,60,140,0,0,60,0,0,150,0,0,100,74,110,34,34,74,82,34,100,34,34,0,0,24,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
2,1,Pennsylvania,112,119,55,162,1138,1423,1105,1206,0,36,153,0,0,475,410,0,61,0,0,170,60,140,0,0,60,0,0,160,0,0,100,74,110,34,34,74,82,34,110,34,34,0,0,24,0,0,0,0,0,26,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
2,2,Baltimore & Ohio,112,119,55,162,1138,1423,1105,1206,180,36,153,0,0,475,410,0,61,0,0,180,60,140,0,0,60,0,0,160,0,0,100,74,110,34,34,74,82,34,110,34,34,10,0,24,0,0,0,0,0,26,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,12
2,3,Nickel Plate,112,119,67,170,1138,1423,1144,1232,180,36,153,0,0,475,215,0,61,0,0,180,60,140,0,0,60,40,0,160,0,0,100,74,110,34,34,74,91,34,110,34,34,10,0,24,0,0,0,13,0,26,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,13
2,4,New York Central,148,164,76,170,1206,1508,1161,1232,180,36,153,0,0,275,215,0,61,0,0,180,60,140,0,0,90,40,0,160,0,0,100,74,110,34,34,82,91,34,110,34,34,10,0,24,0,0,17,13,0,26,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,14
2,5,Boston & Maine,148,171,76,170,1206,1523,1161,1232,180,68,153,0,0,275,215,0,61,0,0,180,70,140,0,0,90,40,0,160,0,0,100,82,110,34,34,82,91,34,110,34,34,10,15,24,0,0,17,13,0,26,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,14
3,0,Chesapeake & Ohio,148,171,76,170,1206,1523,1161,1232,180,68,223,0,0,275,215,0,61,0,0,180,70,150,0,0,90,40,0,160,0,0,100,82,110,34,34,82,91,34,110,34,34,0,0,11,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,14
3,1,Pennsylvania,148,171,76,170,1206,1523,1161,1232,180,68,223,0,0,275,215,0,221,0,0,180,70,150,0,0,90,40,0,160,0,0,100,82,110,34,34,82,91,34,110,34,34,0,0,11,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,14
3,2,Baltimore & Ohio,148,171,76,170,1206,1523,1161,1232,360,68,223,0,0,275,215,0,221,0,0,180,70,150,0,0,90,40,0,160,0,0,100,82,110,34,34,82,91,34,110,34,34,0,0,11,0,0,0,0,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,14
3,3,Nickel Plate,148,171,97,184,1206,1523,1209,1264,360,68,223,0,0,275,220,0,221,0,0,180,70,150,0,0,90,70,0,160,0,0,100,82,110,34,34,82,100,34,110,34,34,0,0,11,0,0,0,16,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,14
3,4,New York Central,204,241,111,184,1298,1638,1232,1264,360,68,223,0,0,90,220,0,221,0,0,180,70,150,0,0,140,70,0,160,0,0,100,82,110,34,34,91,100,34,110,34,34,0,0,11,0,0,23,16,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,15
3,5,Boston & Maine,204,241,111,184,1298,1638,1232,1264,360,138,223,0,0,90,220,0,221,0,0,180,70,150,0,0,140,70,0,160,0,0,100,82,110,34,34,91,100,34,110,34,34,0,0,11,0,0,23,16,0,0,0,0,0,6,0,10,10,0,5,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,15
1,0,Michael,204,241,11,184,1298,1638,1232,1264,360,138,223,0,0,90,320,0,221,0,0,180,70,150,0,0,140,70,0,160,0,0,100,82,110,34,34,91,100,34,110,34,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,4,10,0,10,10,0,3,0,0,0,0,0,0,0,0,0,15
